zipcode,total_charitable_contb,agi,num_of_returns,net_investment_income_tax,net_cap_gains_less_loss,num_returns_net_cap_gains_less_loss,num_returns_rent_and_royalty,total_rent_and_royalty,ord_div_amount,num_returns_ord_dividens,state,total_tax_payments_amount,salaries_and_wages_amnt,num_salaries_and_wages,zip_region,agi_per_return
98555,0,26321,310,0,1408,100,20,19,694,110,WA,3253,11111,170,985,84.90645161290323
98557,275,125646,1740,0,3254,190,50,204,592,220,WA,14837,94276,1400,985,72.21034482758621
98560,0,7272,140,0,0,0,0,0,0,0,WA,783,4754,90,985,51.94285714285714
98563,1283,312360,3880,235,12325,680,230,1214,4164,770,WA,39908,207186,2920,985,80.50515463917526
98564,349,91537,1210,44,4917,200,90,830,609,180,WA,12260,58002,900,985,75.65041322314049
98568,148,74415,1170,0,2420,120,50,263,361,110,WA,9000,54260,910,985,63.6025641025641
98569,1348,282149,4070,241,17963,890,260,1069,3985,900,WA,33566,132594,2330,985,69.32407862407862
98570,661,146686,2030,76,10706,300,140,745,1478,290,WA,16196,100056,1580,985,72.25911330049261
98572,0,22524,390,0,31,40,0,0,87,30,WA,2356,16156,300,985,57.753846153846155
98576,887,238973,2660,135,3819,360,130,459,1789,350,WA,31917,147867,2150,985,89.83947368421053
98577,278,178818,2740,44,8089,450,170,567,1635,420,WA,20663,124083,2130,985,65.26204379562044
98579,2187,477800,6240,265,17469,790,300,2215,2368,800,WA,57174,343029,5090,985,76.57051282051282
98580,2115,429587,4910,261,11684,620,250,1296,3164,640,WA,56063,309999,4080,985,87.49226069246436
98581,0,9553,190,0,43,30,0,0,85,40,WA,924,3080,70,985,50.27894736842105
98582,0,28923,390,0,614,80,30,116,313,80,WA,3561,18799,290,985,74.16153846153846
98584,5343,1227304,17260,1076,69487,2670,930,8306,17213,2840,WA,151141,771254,12930,985,71.10683661645423
98585,0,28931,360,0,451,60,0,0,95,50,WA,3143,16031,240,985,80.3638888888889
98586,0,60715,930,71,3078,140,70,472,613,140,WA,7319,38290,720,985,65.28494623655914
98588,223,70240,910,0,2306,170,30,-54,1304,170,WA,8226,44268,660,985,77.18681318681318
98589,1968,316929,3890,312,12065,650,210,1080,2551,660,WA,39944,215993,3050,985,81.47275064267352
98590,0,11428,190,0,687,40,0,0,55,30,WA,1083,6613,130,985,60.14736842105263
98591,1233,183247,2100,147,9008,360,120,1506,2878,350,WA,25907,111442,1610,985,87.2604761904762
98592,609,114981,1200,214,9044,390,110,821,2549,380,WA,14715,52156,710,985,95.8175
98593,0,27611,510,0,92,40,0,0,48,40,WA,3078,20397,390,985,54.13921568627451
98595,298,90147,1410,116,5647,250,120,483,1205,230,WA,11387,48214,1000,985,63.93404255319149
98596,948,230447,3190,204,11273,450,170,1591,1576,410,WA,27823,156242,2520,985,72.24043887147336
98597,4971,867839,11860,345,17615,1440,520,4017,6229,1390,WA,104050,666840,10090,985,73.17360876897133
98601,1005,146996,1630,85,6479,270,100,904,859,220,WA,20108,98445,1300,986,90.18159509202454
98602,0,7137,100,0,0,0,0,0,0,0,WA,728,4372,80,986,71.37
98603,111,41704,450,0,3346,70,20,37,249,50,WA,5525,27232,340,986,92.67555555555556
98604,25100,1863942,18640,2962,116035,3730,1210,14401,36585,3720,WA,263320,1188028,14910,986,99.99688841201717
98605,0,48340,690,0,1310,110,60,409,445,110,WA,5901,33936,560,986,70.05797101449275
98606,9489,708357,5060,1654,46425,1450,510,4065,20711,1460,WA,121617,378816,3830,986,139.99150197628458
98607,37961,2889580,16980,10678,265756,5700,1480,21045,101027,6050,WA,549933,1862710,13770,986,170.17550058892814
98610,358,131246,1410,185,9446,180,90,352,1477,160,WA,37793,79589,1160,986,93.0822695035461
98611,1990,395996,5050,394,18328,770,330,3883,2844,740,WA,50991,270339,3890,986,78.41504950495049
98612,1229,119759,1450,213,7614,340,140,1179,1641,350,WA,15317,61671,960,986,82.59241379310345
98613,0,14139,210,0,360,40,0,0,123,30,WA,1606,8878,160,986,67.32857142857142
98616,0,11434,150,0,61,30,0,0,85,30,WA,1607,7310,100,986,76.22666666666667
98619,0,13382,210,0,428,40,0,0,86,20,WA,1400,7935,160,986,63.72380952380952
98620,1358,243931,3400,307,15034,570,240,2445,3519,530,WA,30885,144090,2450,986,71.74441176470589
98624,0,50328,660,22,3640,140,60,226,915,140,WA,6523,26500,460,986,76.25454545454545
98625,3149,527283,3670,580,17044,710,220,3568,7276,720,WA,101258,245264,2840,986,143.67384196185287
98626,4919,834909,11690,704,42332,1300,520,4832,6193,1290,WA,106625,587327,9670,986,71.42078699743371
98628,0,8113,170,0,0,0,0,0,0,0,WA,826,5788,130,986,47.72352941176471
98629,5685,538769,4790,666,37678,970,330,2932,8753,1030,WA,76988,339296,3850,986,112.47787056367432
98631,1148,139911,1950,195,8814,390,180,1518,3202,380,WA,17506,74366,1310,986,71.74923076923076
98632,10974,1594464,22790,1324,61008,3190,1060,15203,21099,3250,WA,205870,1059176,17700,986,69.96331724440545
98635,296,75026,870,145,4585,230,100,588,2142,230,WA,10597,43287,620,986,86.2367816091954
98638,107,50951,700,0,1965,140,60,252,795,170,WA,5593,28627,480,986,72.78714285714285
98640,1329,172957,2570,218,13774,540,190,469,3539,570,WA,19476,76967,1430,986,67.29844357976654
98642,22689,1776240,13370,4606,143327,3650,1030,12470,36525,3730,WA,279390,1088469,10570,986,132.85265519820493
98643,0,12070,190,0,286,30,0,0,85,40,WA,1480,6139,110,986,63.526315789473685
98645,334,61883,750,0,2101,120,30,26,361,100,WA,7817,41058,560,986,82.51066666666667
98647,0,11314,210,0,51,20,0,0,0,0,WA,1214,6953,150,986,53.87619047619047
98648,1224,145227,1520,222,8294,390,150,923,3016,380,WA,21596,85938,1110,986,95.54407894736842
98649,0,49629,600,0,2284,90,30,121,223,90,WA,6205,35402,480,986,82.715
98650,135,54951,600,122,4798,190,70,1222,1594,210,WA,7831,29042,440,986,91.585
98651,468,93553,450,721,10794,180,90,3068,5074,200,WA,14965,28328,290,986,207.89555555555555
98660,10834,890638,6790,2792,66245,1430,410,2320,21600,1500,WA,174313,536631,5760,986,131.16907216494846
98661,19940,1717023,22200,4557,116252,3050,860,10923,44900,3160,WA,271619,1127163,18690,986,77.34337837837838
98662,12512,1338530,17790,1401,49337,2590,760,7775,17441,2680,WA,172004,955506,14540,986,75.24058459808882
98663,3684,566614,7430,400,18174,1280,440,2715,6977,1370,WA,72551,424298,6150,986,76.26029609690444
98664,14899,1030182,11370,3059,70159,2160,630,4924,33059,2310,WA,153864,626752,9020,986,90.60527704485489
98665,8943,1137694,14320,1125,57903,2390,680,9408,18919,2450,WA,154975,798714,11710,986,79.44790502793296
98671,13788,1297126,11880,2994,105910,2670,840,13970,25680,2820,WA,190941,841168,9360,986,109.18569023569023
98672,3139,397845,3600,1587,63052,1100,430,1817,18305,1110,WA,63366,239670,2740,986,110.5125
98674,6880,621774,6680,784,26716,1200,380,6739,8213,1120,WA,85863,422609,5380,986,93.07994011976048
98675,2452,281832,2740,764,14491,420,160,2951,2903,380,WA,43223,183001,2290,986,102.85839416058394
98682,28149,2551893,32560,2260,79425,4730,1360,14852,28549,4850,WA,320840,1925601,27430,986,78.37509213759213
98683,19140,1723957,16460,4351,152300,4200,1040,12998,53882,4590,WA,266085,987258,12420,986,104.73614823815309
98684,11010,1273546,16660,1781,54076,2740,690,4479,18822,2860,WA,159979,930004,13790,986,76.44333733493397
98685,20131,1680292,14310,4167,118668,4020,1010,10583,46905,4320,WA,258686,1061682,10990,986,117.42082459818309
98686,11021,1151304,11160,2097,57857,2800,770,9924,22654,2910,WA,160228,748826,8560,986,103.16344086021505
98801,16245,1675350,21250,2418,98662,3820,1230,16750,33745,3980,WA,230168,1096115,17360,988,78.84
98802,10141,1252794,15960,1472,70362,2720,870,11250,22652,2810,WA,157922,816906,12930,988,78.49586466165414
98812,783,153386,2460,266,6747,200,100,487,4245,170,WA,18241,96548,2240,988,62.3520325203252
98813,0,56175,1680,0,464,40,30,5,128,60,WA,5775,48488,1600,988,33.4375
98814,0,17555,240,0,386,70,20,156,625,80,WA,2175,8501,150,988,73.14583333333333
98815,3082,273161,3610,192,12214,600,280,2945,3393,620,WA,33083,191803,3040,988,75.66786703601107
98816,3281,397149,4010,1080,45068,1060,380,5838,13002,1090,WA,56341,198916,2980,988,99.03965087281796
98822,417,84694,1170,26,2054,170,40,171,904,170,WA,10190,59650,960,988,72.38803418803418
98823,3925,400481,5630,291,12874,770,310,9545,2750,760,WA,45931,281345,4750,988,71.13339253996448
98826,3926,438233,3950,1243,41846,1200,470,5337,14312,1260,WA,67174,225596,2900,988,110.94506329113923
98827,0,8828,150,0,156,20,0,0,0,0,WA,887,4642,110,988,58.85333333333333
98828,532,91060,1230,77,3318,180,60,440,832,190,WA,10214,61587,1000,988,74.03252032520325
98830,0,14628,220,0,108,40,0,0,157,40,WA,1536,8885,170,988,66.49090909090908
98831,1083,185254,1950,651,27946,480,140,998,6191,490,WA,24702,84294,1470,988,95.00205128205128
98832,0,8619,210,0,0,0,0,0,2378,150,WA,614,3617,60,988,41.042857142857144
98833,0,18400,140,0,2321,50,0,0,968,60,WA,2999,7563,90,988,131.42857142857142
98837,14955,1491306,20380,1195,60159,2570,1160,17690,12590,2560,WA,193091,1072333,17330,988,73.17497546614328
98840,205,122867,2060,94,4673,310,120,794,1134,300,WA,14714,83116,1690,988,59.644174757281554
98841,850,212472,3960,64,6057,420,170,1187,1918,410,WA,26015,150656,3230,988,53.654545454545456
98843,638,94977,970,269,9108,200,70,711,2017,190,WA,14528,54916,800,988,97.91443298969072
98844,303,113114,1850,106,7721,300,120,723,1521,270,WA,12505,69048,1370,988,61.1427027027027
98846,0,43189,560,0,2610,100,20,-12,305,90,WA,5480,27307,460,988,77.12321428571428
98847,251,58643,890,69,1847,130,60,145,1804,150,WA,7129,40671,770,988,65.89101123595506
98848,2806,424895,7030,589,21308,690,420,9463,4879,680,WA,50365,296138,6300,988,60.440256045519206
98849,0,26732,500,0,858,70,20,113,158,70,WA,2936,16737,360,988,53.464
98850,157,68850,1110,64,1805,90,50,195,360,80,WA,8724,52101,1000,988,62.027027027027025
98851,660,109322,1830,0,4767,250,100,523,833,220,WA,11174,69664,1410,988,59.73879781420765
98855,543,149148,2590,88,7268,370,170,1023,1483,360,WA,16814,90438,1940,988,57.586100386100384
98856,478,102245,1370,182,8600,390,140,1486,2531,370,WA,13273,55392,990,988,74.63138686131387
98857,667,106942,1760,81,4412,160,90,2471,8692,270,WA,12342,73814,1460,988,60.7625
98858,0,52152,710,0,2094,150,30,77,629,170,WA,5755,33341,570,988,73.45352112676056
98859,0,5527,110,0,0,0,0,0,0,0,WA,486,2411,60,988,50.24545454545454
98862,2909,189810,1550,772,30193,630,210,1440,9681,680,WA,28866,83540,1070,988,122.45806451612903
98901,4058,729455,13100,590,23963,1150,500,4103,9635,1150,WA,94847,520356,11460,989,55.683587786259544
98902,6672,1004012,19860,554,23389,1600,670,2463,10310,1630,WA,124441,776560,17480,989,50.55448136958711
98903,3912,623844,7940,816,29099,1030,390,2902,6452,1020,WA,83025,383894,6640,989,78.5697732997481
98908,20319,1756954,18640,3969,100801,3910,1230,22583,77402,4050,WA,264794,1021665,14500,989,94.25718884120171
98922,5758,529307,3630,2355,69082,1070,320,2044,18776,1100,WA,94496,266712,2630,989,145.8146005509642
98923,506,42540,650,0,382,70,20,30,221,60,WA,4904,30021,580,989,65.44615384615385
98926,6829,1151855,14440,1512,70234,2970,1130,19822,20609,3140,WA,143012,732974,11580,989,79.76835180055402
98930,2202,356643,6940,165,11873,330,240,792,1708,330,WA,40146,284385,6300,989,51.38948126801153
98932,585,117168,2670,0,1084,90,60,202,326,90,WA,12488,101863,2490,989,43.88314606741573
98933,0,32373,660,0,60,30,0,0,51,30,WA,3853,25412,600,989,49.05
98935,303,88253,1790,0,5890,70,40,136,400,60,WA,9295,67582,1620,989,49.303351955307264
98936,1278,239455,3150,268,20401,320,150,1433,2376,320,WA,33493,172880,2770,989,76.01746031746032
98937,965,175783,2080,134,5204,360,150,516,3060,380,WA,26306,104006,1650,989,84.51105769230769
98938,0,52401,910,0,1547,60,50,689,222,60,WA,5878,40633,840,989,57.58351648351648
98942,8321,752485,8720,1106,35128,1370,460,4620,14556,1380,WA,109932,494557,7350,989,86.29415137614679
98944,2638,475651,9680,238,14764,560,350,5180,2940,500,WA,54189,377858,8800,989,49.1375
98946,0,19047,250,0,231,60,20,38,105,60,WA,2254,11539,180,989,76.188
98947,0,82005,1510,0,1039,120,50,85,483,120,WA,9079,64993,1410,989,54.30794701986755
98948,653,244499,5610,0,2181,200,160,545,807,190,WA,28219,207958,5120,989,43.58270944741533
98951,814,252145,5600,82,8105,270,190,1089,1550,240,WA,29463,200992,5070,989,45.02589285714286
98952,0,35720,660,0,88,20,0,0,0,0,WA,3596,22813,560,989,54.121212121212125
98953,1682,215327,2980,126,9938,400,170,1418,2731,390,WA,27423,158172,2600,989,72.25738255033556
99001,416,175513,3410,0,1872,270,80,112,477,260,WA,20199,142509,3040,990,51.47008797653959
99003,1795,231657,2660,242,12916,530,190,1366,2804,510,WA,29718,152600,2040,990,87.0890977443609
99004,4667,674184,9840,466,23932,1440,450,4257,6068,1480,WA,81518,475899,8270,990,68.51463414634146
99005,9222,662606,4940,1030,33606,1220,370,5542,10939,1290,WA,88460,350027,3900,990,134.13076923076923
99006,3849,533338,6550,465,23690,1160,390,4193,5185,1110,WA,69734,331436,4980,990,81.42564885496184
99008,0,21102,270,0,93,60,0,0,76,50,WA,2338,15320,220,990,78.15555555555555
99009,996,132164,1840,68,6777,290,110,439,986,270,WA,15935,91178,1460,990,71.82826086956521
99011,0,47498,930,0,131,110,30,48,63,100,WA,5526,45274,920,990,51.07311827956989
99012,0,31860,440,0,605,90,30,351,185,80,WA,3173,22380,350,990,72.4090909090909
99013,0,27259,480,0,54,30,0,0,13,20,WA,2975,19847,390,990,56.78958333333333
99016,13198,968030,9450,1183,65011,2010,510,1750,13562,2020,WA,141796,635772,7730,990,102.43703703703704
99018,0,8206,130,0,-14,20,0,0,0,0,WA,712,5418,100,990,63.12307692307692
99019,18142,980921,6740,4006,110217,2100,500,6571,33245,2120,WA,172432,517497,5170,990,145.5372403560831
99021,4374,426594,4800,499,23140,1000,320,4842,6417,1020,WA,55503,277485,3820,990,88.87375
99022,1572,303389,4180,130,6405,610,210,1842,2513,650,WA,35883,211771,3320,990,72.5811004784689
99023,724,34764,310,24,930,70,30,144,229,70,WA,5617,22489,250,990,112.14193548387097
99025,2878,272492,2530,522,34131,540,170,4643,3596,540,WA,38166,152902,2020,990,107.70434782608696
99026,3266,493044,4770,535,25727,1160,350,4248,6401,1160,WA,70525,281344,3450,990,103.36352201257861
99027,1907,272116,3300,241,9561,580,200,1544,2565,620,WA,37947,177660,2600,990,82.45939393939393
99029,0,56921,870,0,1408,120,40,246,2679,270,WA,5422,36285,590,990,65.4264367816092
99030,440,43943,550,0,784,80,30,215,382,90,WA,5746,29548,440,990,79.89636363636363
99031,634,59197,680,0,2554,170,80,880,1199,130,WA,7844,41193,530,990,87.05441176470588
99032,0,20190,330,0,563,50,0,0,263,60,WA,2029,12567,260,990,61.18181818181818
99033,0,22465,390,0,95,50,0,0,50,40,WA,2391,15793,300,990,57.6025641025641
99034,0,8518,140,0,0,0,0,0,0,0,WA,1031,5190,90,990,60.84285714285714
99036,1614,109825,850,129,5760,260,80,843,2152,250,WA,15845,66897,670,990,129.2058823529412
99037,9692,713949,8380,999,41195,1540,420,3152,12369,1640,WA,96205,466154,6840,990,85.19677804295942
99040,0,22875,450,0,0,0,0,0,0,0,WA,2771,19266,420,990,50.833333333333336
99101,0,38956,640,0,1321,90,30,87,216,100,WA,4831,24318,460,991,60.86875
99103,0,19089,240,0,648,80,0,0,287,70,WA,1903,12125,170,991,79.5375
99109,796,164981,2350,137,6914,460,200,1943,2046,410,WA,19313,97070,1700,991,70.20468085106383
99110,235,55813,770,0,873,120,40,85,186,90,WA,7801,35554,580,991,72.48441558441559
99111,1073,150747,1900,133,3600,460,180,1549,1951,470,WA,17849,94824,1510,991,79.34052631578948
99113,0,33530,380,0,692,130,40,594,514,130,WA,3551,20498,290,991,88.23684210526316
99114,2361,377768,5450,554,27799,1040,390,3229,5098,970,WA,43787,230907,4080,991,69.31522935779816
99115,0,38286,550,0,1901,100,30,202,211,120,WA,3953,23341,390,991,69.61090909090909
99116,0,41382,650,0,283,80,30,52,148,80,WA,4912,29800,520,991,63.66461538461539
99117,0,17332,240,0,321,50,0,0,144,60,WA,2284,10751,170,991,72.21666666666667
99118,0,17553,290,0,544,50,0,0,133,60,WA,1811,9977,180,991,60.52758620689655
99119,0,32628,490,0,1156,80,0,0,354,80,WA,4225,19323,310,991,66.58775510204082
99122,783,155194,1940,96,6820,440,140,1090,2875,460,WA,19476,92615,1430,991,79.99690721649485
99123,0,39782,500,0,818,100,30,325,339,100,WA,4910,23829,360,991,79.564
99125,0,13462,210,0,117,50,0,0,141,50,WA,1201,8315,160,991,64.1047619047619
99126,0,23783,360,0,570,60,0,0,195,50,WA,2407,13000,260,991,66.06388888888888
99128,0,10492,110,0,95,30,0,0,23,20,WA,1326,5648,90,991,95.38181818181818
99129,0,11802,220,0,445,20,0,0,0,0,WA,1234,7288,160,991,53.64545454545455
99130,0,26139,380,0,242,70,30,227,353,70,WA,3022,16132,280,991,68.78684210526316
99133,0,46871,720,0,1037,120,50,251,363,110,WA,5730,28707,500,991,65.09861111111111
99134,0,19234,240,0,1086,70,0,0,231,60,WA,2056,11544,190,991,80.14166666666667
99135,0,8360,120,0,32,20,0,0,49,40,WA,699,4320,90,991,69.66666666666667
99137,0,10682,150,0,1240,40,0,0,99,30,WA,1053,4389,90,991,71.21333333333334
99138,0,24793,490,0,562,30,0,0,109,30,WA,3034,18154,410,991,50.59795918367347
99139,0,33267,510,0,500,70,40,111,128,70,WA,4241,22293,350,991,65.22941176470589
99140,0,6887,150,0,0,0,0,0,0,0,WA,892,5609,140,991,45.913333333333334
99141,741,167532,2580,132,9340,490,170,1261,2953,470,WA,19374,99450,1840,991,64.93488372093023
99143,0,21717,270,0,797,80,20,51,380,70,WA,1653,10147,210,991,80.43333333333334
99147,0,11771,110,0,244,30,0,0,46,30,WA,1433,5603,60,991,107.00909090909092
99148,562,94281,1130,130,5903,230,90,113,1481,240,WA,11353,48905,770,991,83.43451327433628
99150,0,8605,170,0,34,20,0,0,34,20,WA,1008,6280,110,991,50.61764705882353
99153,0,16891,200,0,191,30,0,0,35,30,WA,1909,7800,140,991,84.455
99156,2529,275693,3890,260,17470,710,280,2201,3529,670,WA,34387,164632,2780,991,70.87223650385604
99157,0,19460,330,0,670,60,0,0,53,30,WA,1994,10402,210,991,58.96969696969697
99158,0,22170,290,0,137,60,20,296,124,50,WA,2407,13371,230,991,76.44827586206897
99159,0,46851,580,90,3381,140,60,931,747,160,WA,6316,25486,450,991,80.77758620689656
99161,0,54861,710,0,1304,180,60,350,596,190,WA,6613,34436,530,991,77.26901408450705
99163,10720,850323,11420,1299,34065,2410,760,8877,24151,2610,WA,114092,600181,9990,991,74.4591068301226
99166,0,79321,1300,29,3423,260,110,781,1039,230,WA,8981,45123,920,991,61.01615384615385
99167,0,20171,320,0,614,80,0,0,251,50,WA,2032,9503,190,991,63.034375
99169,0,101446,1230,108,3560,220,90,769,18803,350,WA,14315,56328,900,991,82.47642276422764
99170,0,35391,470,0,502,100,40,272,218,90,WA,3169,22098,360,991,75.3
99171,0,33985,500,0,545,120,40,224,585,140,WA,3582,20941,380,991,67.97
99173,0,41331,770,0,719,80,20,68,85,60,WA,4577,28609,580,991,53.676623376623375
99179,0,18045,230,0,160,60,0,0,245,60,WA,1690,11833,200,991,78.45652173913044
99180,0,36755,540,0,2162,70,30,53,100,60,WA,4394,20256,360,991,68.06481481481481
99181,0,49339,860,0,2281,130,70,59,246,100,WA,5777,30963,630,991,57.37093023255814
99185,0,48571,660,0,1569,140,60,642,759,170,WA,5483,27861,490,991,73.59242424242424
99201,5328,557430,6430,1549,80939,1080,330,5456,15191,1120,WA,99839,289552,5490,992,86.69206842923795
99202,2476,500103,7790,541,17956,910,340,1428,8409,960,WA,59886,335994,6750,992,64.19807445442875
99203,13356,1313151,10370,2992,99672,3560,880,9924,43117,3870,WA,212761,800904,7780,992,126.6297974927676
99204,1381,225059,3380,254,7471,590,160,2067,4127,630,WA,31710,166143,2950,992,66.58550295857988
99205,3789,1227362,20880,338,21965,2520,770,3061,8652,2750,WA,139284,966988,17690,992,58.78170498084291
99206,11570,1375554,18440,1342,69658,2950,850,10878,18466,3060,WA,179019,952080,15260,992,74.59620390455531
99207,1536,654146,13880,151,8751,1070,330,1356,3771,1080,WA,72649,538684,12260,992,47.12867435158501
99208,25093,2404260,27080,3030,107922,5400,1420,12785,41561,5710,WA,343353,1562510,21650,992,88.78360413589365
99212,6028,766604,10360,915,36267,1600,500,4318,10564,1640,WA,101186,508416,8510,992,73.99652509652509
99216,3431,808310,13410,524,20478,1830,460,2876,10325,1900,WA,94727,585861,10940,992,60.276659209545116
99217,4709,666279,8760,530,26124,1280,450,5436,8549,1320,WA,94814,435885,7260,992,76.05924657534247
99218,7320,558850,6810,934,33733,1510,390,6264,11912,1560,WA,74802,340739,5270,992,82.06314243759178
99223,27162,1855005,15880,4141,163660,4510,1130,15908,60698,4830,WA,310966,1038524,12060,992,116.81391687657431
99224,10197,1163348,11550,1896,59264,2620,710,6517,20651,2690,WA,174823,756906,9300,992,100.72277056277056
99301,24768,2677585,37870,2123,104150,3570,1520,30942,26900,3460,WA,336509,1992427,33510,993,70.70464747821495
99320,2090,348342,4700,137,8922,560,210,1059,2383,560,WA,42472,258327,3900,993,74.11531914893617
99321,0,19458,520,0,0,0,0,0,0,0,WA,1903,17407,500,993,37.41923076923077
99322,0,10365,110,0,286,40,0,0,77,30,WA,987,5186,80,993,94.22727272727273
99323,1206,139902,1650,90,4435,230,90,829,1982,240,WA,16707,92444,1350,993,84.78909090909092
99324,4815,282709,4340,115,10094,640,310,1481,2669,680,WA,32583,203918,3450,993,65.14032258064516
99326,967,99675,1570,26,2532,150,70,1250,349,120,WA,10059,77076,1390,993,63.48726114649681
99328,607,114494,1620,102,6439,330,130,1194,1981,310,WA,13017,66821,1230,993,70.6753086419753
99330,126,48311,830,0,1474,80,50,1542,177,70,WA,5072,35664,740,993,58.20602409638554
99336,11181,1321160,22000,1156,44065,2290,720,6387,15311,2320,WA,158491,981576,18720,993,60.052727272727275
99337,12757,1262725,14980,890,41793,2160,770,6182,13470,2250,WA,164583,821513,12100,993,84.29405874499332
99338,20142,1192419,9210,2119,93704,2320,640,11553,19554,2390,WA,179457,731109,7310,993,129.4700325732899
99341,0,20972,330,0,142,60,20,86,162,50,WA,2272,14065,260,993,63.551515151515154
99343,1083,71940,1230,52,1913,120,110,5606,794,100,WA,7315,49770,1100,993,58.48780487804878
99344,5156,459785,8220,289,12815,600,410,10958,3022,550,WA,50752,342842,7440,993,55.93491484184915
99347,0,66271,980,55,1870,230,100,339,1044,200,WA,6734,40919,750,993,67.62346938775511
99348,82,35883,890,0,34,40,0,0,40,40,WA,3457,28282,840,993,40.31797752808989
99349,789,177738,3730,237,7708,200,120,1829,2640,190,WA,17262,128498,3450,993,47.650938337801605
99350,5503,452475,6010,410,15983,780,370,4612,6858,750,WA,57512,308866,5200,993,75.28702163061564
99352,27285,2032159,17830,2501,118882,4320,1090,7490,35073,4500,WA,312620,1346574,14370,993,113.97414469994392
99353,10225,883346,8650,810,31142,1720,480,3017,8991,1830,WA,118306,642139,7140,993,102.12092485549132
99354,8162,970226,11690,890,29240,2420,630,7163,21042,2640,WA,127630,661451,9450,993,82.99623609923012
99356,0,7651,130,0,0,0,0,0,0,0,WA,819,4447,100,993,58.853846153846156
99357,873,129030,2890,75,2065,140,110,3020,1582,120,WA,11956,102758,2770,993,44.64705882352941
99360,243,53509,660,0,1419,110,70,288,1959,100,WA,5860,35631,540,993,81.07424242424243
99361,0,62397,790,26,1635,160,70,-20,798,150,WA,7240,40911,610,993,78.98354430379747
99362,23094,1589274,18470,3128,109512,3840,1430,17185,48438,4050,WA,228866,938526,14310,993,86.04623714131023
99371,0,6192,100,0,75,30,0,0,0,0,WA,583,4140,90,993,61.92
99401,0,9697,130,0,505,40,0,0,26,30,WA,1136,4871,90,994,74.5923076923077
99402,365,74487,800,218,4843,180,70,281,1400,180,WA,10481,39178,540,994,93.10875
99403,7300,678843,9040,861,41029,1720,650,8539,13928,1740,WA,91685,383446,6830,994,75.09325221238939
24701,1804,397252,7710,162,6219,670,290,1017,5345,810,WV,49820,276463,6270,247,51.5242542153048
24712,0,47801,790,0,497,80,50,101,476,120,WV,5969,31712,610,247,60.50759493670886
24715,0,7044,160,0,0,0,0,0,0,0,WV,881,4169,130,247,44.025
24726,0,6918,170,0,0,0,0,0,0,0,WV,771,5604,140,247,40.694117647058825
24731,0,7523,140,0,0,0,0,0,0,0,WV,948,5887,120,247,53.73571428571429
24733,0,16394,340,0,0,0,0,0,0,0,WV,1675,12885,260,247,48.21764705882353
24736,0,7707,220,0,0,0,0,0,0,0,WV,919,6452,170,247,35.03181818181818
24740,2437,375745,6840,398,10358,620,260,2926,6570,750,WV,51725,255337,5500,247,54.933479532163744
24747,0,42727,870,0,22,30,0,0,30,50,WV,4920,31875,720,247,49.11149425287356
24801,0,53542,1130,0,10,50,20,-53,851,90,WV,6889,39690,940,248,47.382300884955754
24808,0,6779,150,0,0,0,0,0,0,0,WV,762,4775,110,248,45.193333333333335
24815,0,3706,100,0,0,0,0,0,0,0,WV,490,3260,100,248,37.06
24818,0,15711,340,0,0,0,0,0,0,0,WV,1794,12490,270,248,46.20882352941177
24822,0,14023,260,0,0,0,0,0,0,0,WV,1750,11181,200,248,53.934615384615384
24827,0,17785,360,0,0,0,0,0,0,0,WV,2088,15464,280,248,49.40277777777778
24828,0,9197,220,0,0,0,0,0,0,0,WV,1072,7795,180,248,41.804545454545455
24839,0,16390,320,0,0,0,0,0,0,0,WV,1881,13851,250,248,51.21875
24844,0,25008,500,0,0,0,0,0,16,20,WV,2956,20689,410,248,50.016
24849,0,6452,100,0,0,0,0,0,0,0,WV,692,5386,80,248,64.52
24850,0,10550,230,0,0,0,0,0,0,0,WV,1334,9230,190,248,45.869565217391305
24860,0,9015,180,0,0,0,0,0,0,0,WV,955,6806,130,248,50.083333333333336
24868,0,13289,350,0,0,0,0,0,0,0,WV,1547,10653,270,248,37.96857142857143
24870,0,65619,1230,0,97,40,40,185,81,50,WV,7601,52398,1000,248,53.34878048780488
24872,0,11022,210,0,0,0,0,0,0,0,WV,1310,9994,180,248,52.48571428571429
24873,0,7489,160,0,0,0,0,0,0,0,WV,941,6652,120,248,46.80625
24874,0,68148,1030,0,71,50,40,40,352,70,WV,9772,49799,830,248,66.16310679611651
24879,0,5611,130,0,0,0,0,0,0,0,WV,595,4664,100,248,43.16153846153846
24882,0,5134,130,0,0,0,0,0,0,0,WV,688,4722,110,248,39.49230769230769
24892,0,12397,300,0,0,0,0,0,0,0,WV,1510,9673,240,248,41.32333333333333
24901,3177,308005,4170,560,16845,830,350,2456,8546,970,WV,44119,180937,3090,249,73.8621103117506
24910,0,78148,1580,0,1390,160,60,92,752,170,WV,9108,56096,1270,249,49.460759493670885
24915,0,10772,210,0,9,20,0,0,15,30,WV,1185,7822,180,249,51.2952380952381
24916,0,7626,150,0,0,0,0,0,35,20,WV,788,4882,110,249,50.84
24918,0,30663,580,0,22,30,0,0,90,40,WV,3483,24658,460,249,52.86724137931034
24920,0,4801,120,0,0,0,0,0,0,0,WV,609,3725,100,249,40.00833333333333
24924,0,9221,180,0,0,0,0,0,39,20,WV,1104,6918,140,249,51.227777777777774
